"Phylostratum"	"GeneID"	"dry"	"imbibed"	"testa rupture"	"radicle"	"first root"	"greening"	"opening"
4	"AT1G01010"	7.04050216663322	5.98798732115843	4.70589674768816	4.59133701553114	5.10504672831663	5.14500804621229	6.07001044917542
2	"AT1G01020"	9.57702344335269	12.5282601160118	10.8561952396887	9.63760941107602	8.87218121729354	8.45821852076507	8.90016346332539
3	"AT1G01030"	5.25261010889486	5.47190556936475	4.24230201932771	4.62453133827879	5.45226241464458	5.46119624433967	4.79688936807471
1	"AT1G01040"	11.4301307372015	13.0217986713763	9.73386208170524	8.98892131248445	8.07642128327104	7.76254019285098	8.32954389858027
1	"AT1G01050"	17.1983469588937	15.7579340828581	17.5232868244842	19.6238743979978	19.6183843979464	21.0146885021786	21.4474565924432
2	"AT1G01060"	4.08044736718487	4.45704388674431	17.3026167384481	19.9383207122079	11.3980450907266	15.4912017970076	21.165979272778
1	"AT1G01070"	2.74319497502844	2.37851946739994	5.12549378810401	6.41683698608837	4.32439257772926	3.59417710457775	5.18689320816215
12	"AT1G01073"	2.59413908759991	2.29869650373291	2.19854744529571	2.30223855805087	2.19608668161118	2.21814011464702	2.20036165459973
1	"AT1G01080"	7.62846612566024	15.2841738386392	16.6352714174856	17.8162380332527	19.9039427155584	19.383522069057	14.6398665738124
1	"AT1G01090"	16.0364270096377	27.2493611162858	32.2615049244946	33.3707413795798	35.1891802244974	35.7273210104777	35.2799595091257
2	"AT1G01100"	10.1450706014333	12.784529541723	12.0085856122912	10.8093310180455	11.0678096607303	10.6038627724023	10.1210144749412
4	"AT1G01110"	5.14985626546799	9.86974971409789	9.73692007702845	8.01293903360491	6.77676229029222	6.24394141062316	6.53120714909801
12	"AT1G01115"	3.83339810778476	3.54957754911843	3.48109133367976	3.45975689109365	3.56189585184438	3.42988649298857	3.58637827865618
1	"AT1G01120"	3.30577492154331	3.37228312900495	7.91897112587938	11.5371928367879	8.00346833591268	14.0121814140916	17.042780623953
